,Birth_rate,Business_Tax_Rate,Co2_Emmissions,Days_to_Start_Business,Ease_of_business,Energy_Usage,GDP,Health_Exp_percent_gdp,Health_exp_capita,Hours_to_tax,Infant_Mortality_Rate,Internet_Usage,Lending_Interest,Life_Expectancy_Female,Life_Expectancy_Male,Mobile_Phone_Usage,Population_0_14,Population_15_64,Population_65_plus,Population_Total,Population_Urban,Tourism_Inbound,Tourism_Outbound,pop
1450,0.015,37.2,32152.0,43.0,125.57142857142857,19585.0,18460905284.0,0.044,625.0,210.0,0.023,0.3,0.109,73.0,66.0,1.2,0.214,0.712,0.074,1303478.0,0.097,517000000.0,146000000.0,0.9999999999999999
1451,0.017285714285714286,52.7,143.0,21.714285714285715,87.14285714285714,57.857142857142854,1107700206.7142856,0.054,2896.714285714286,146.14285714285714,0.004285714285714286,0.5,0.07785714285714286,82.0,75.42857142857143,0.5857142857142857,0.2862857142857143,0.64,0.07357142857142858,27642.0,0.883,415714285.71428573,118142857.14285715,0.999857142857143
1452,0.014,47.4,5737616.0,6.0,78.28571428571429,2296686.0,13857900000000.0,0.159,7110.0,325.0,0.007,0.7,0.08,80.0,75.0,0.8,0.204,0.672,0.124,298379912.0,0.801,133393000000.0,105476000000.0,1.0
1453,0.015,71.3,6648.0,43.0,132.42857142857142,3183.0,19579479147.0,0.083,491.0,304.0,0.012,0.3,0.093,80.0,72.0,0.7,0.235,0.628,0.136,3330217.0,0.936,711000000.0,305000000.0,0.999
1454,0.022,49.8,171825.0,141.0,98.0,63705.0,183477522124.0,0.057,387.0,864.0,0.015,0.2,0.155,76.0,71.0,0.7,0.309,0.64,0.051,27190882.0,0.886,843000000.0,1807000000.0,1.0
1455,0.013,33.07142857142858,204.14285714285714,23.714285714285715,94.42857142857143,1780.4285714285713,298236610.5714286,0.08671428571428572,223.42857142857142,140.0,0.029428571428571422,0.3,0.09857142857142857,82.0,76.0,0.31428571428571433,0.219,0.67,0.111,107700.0,0.939,1467000000.0,544571428.5714285,1.0
1456,0.023,74.2,112339.0,25.0,123.28571428571429,36793.0,134977867932.0,0.035,135.0,451.0,0.026,0.1,0.08,72.0,69.0,0.8,0.277,0.677,0.046,35097043.0,0.653,332000000.0,504000000.0,1.0
1457,0.048,52.1,25152.0,119.0,115.0,10697.0,60448890972.0,0.034,115.0,272.0,0.117,0.0,0.177,51.0,48.0,0.3,0.479,0.497,0.024,17712824.0,0.377,236000000.0,473000000.0,1.0
1458,0.039,73.2,4499.0,31.0,154.57142857142858,3206.0,5506275948.0,0.045,29.0,270.0,0.069,0.0,0.12185714285714287,59.0,57.0,0.2,0.441,0.531,0.028,8707490.0,0.407,206000000.0,107000000.0,1.0
1459,0.025,17.1,4701.0,107.0,134.85714285714286,2033.0,10939028155.0,0.047,269.0,140.0,0.043,0.1,0.162,46.0,46.0,0.6,0.351,0.616,0.033,1915187.0,0.555,548000000.0,284000000.0,1.0
1460,0.044,47.6,1646.0,18.0,116.14285714285714,20212.85714285714,6755823933.0,0.077,32.0,270.0,0.079,0.0,0.1457142857142857,54.0,53.0,0.1,0.463,0.511,0.025,14235075.0,0.232,61000000.0,93000000.0,0.999
1461,0.044,279.7,191.0,13.0,123.85714285714286,20872.714285714286,1356078300.0,0.1,16.0,140.0,0.069,0.0,0.168,53.0,50.0,0.0,0.445,0.529,0.026,8328312.0,0.099,2300000.0,106000000.0,1.0
1462,0.04,50.8,5834.0,38.0,127.42857142857143,6340.0,20431779034.0,0.047,50.0,654.0,0.073,0.0,0.15,53.0,52.0,0.2,0.439,0.528,0.033,19097676.0,0.497,254000000.0,466000000.0,1.0
1463,0.036,203.8,235.0,22.0,138.42857142857142,20872.714285714286,1698125680.0,0.043,18.0,504.0,0.108,0.0,0.15,48.0,45.0,0.1,0.415,0.546,0.039,4106897.0,0.383,10800000.0,54000000.0,1.0
1464,0.049,74.0,462.0,64.0,131.28571428571428,16849.85714285714,8638711757.0,0.042,27.0,732.0,0.099,0.0,0.15,49.0,48.0,0.1,0.492,0.482,0.026,10694366.0,0.219,2546714285.714286,626714285.7142857,1.0
1465,0.039,217.9,121.0,22.0,120.28571428571429,41.0,464948879.0,0.049,36.0,100.0,0.068,0.0,0.105,61.0,58.0,0.1,0.418,0.552,0.03,632736.0,0.279,30000000.0,15000000.0,1.0
1466,0.045,288.1,2604.0,133.0,126.28571428571429,21459.0,16364027647.0,0.059,10.0,308.0,0.1,0.0,0.47,50.0,47.0,0.1,0.46,0.512,0.028,57187942.0,0.384,700000.0,109000000.0,1.0
1467,0.039,64.9,1437.0,37.0,151.28571428571428,1209.0,8394688589.0,0.025,57.0,606.0,0.053,0.0,0.15,57.0,54.0,0.3,0.422,0.543,0.035,3758858.0,0.619,54000000.0,168000000.0,1.0
1468,0.036,44.6,6883.0,40.0,127.42857142857143,10233.0,19795705245.0,0.066,72.0,270.0,0.084,0.0,0.08142857142857142,49.0,47.0,0.4,0.422,0.548,0.03,17949061.0,0.483,115000000.0,606000000.0,1.0
1469,0.029,37.8,488.0,37.0,132.28571428571428,143.0,847918929.0,0.077,78.0,66.0,0.067,0.0,0.112,60.0,57.0,0.1,0.357,0.608,0.035,798690.0,0.769,6800000.0,14200000.0,1.0
1470,0.024,45.1,192382.0,10.0,123.28571428571429,71189.0,130477817194.0,0.049,85.0,711.0,0.023,0.2,0.125,72.0,68.0,0.4,0.319,0.626,0.054,74229577.0,0.431,10327000000.0,2886000000.0,0.9990000000000001
1471,0.038,44.1,4796.0,135.0,117.14285714285714,1759.0,10197937673.0,0.024,380.0,492.0,0.082,0.0,0.15,51.0,49.0,0.2,0.4,0.569,0.031,639618.0,0.39,501428571.4285714,193714285.7142857,1.0
1472,0.04,84.5,579.0,84.0,123.85714285714286,721.0,1317974493.0,0.033,8.0,216.0,0.044,0.0,0.13314285714285715,62.0,57.0,0.0,0.431,0.549,0.02,5209846.0,0.195,61000000.0,41571428.571428575,1.0
1473,0.037,30.3,5915.0,18.0,132.42857142857142,30536.0,19346646117.0,0.048,11.0,198.0,0.061,0.0,0.075,60.0,58.0,0.0,0.457,0.511,0.032,80440708.0,0.161,790000000.0,107000000.0,1.0
1474,0.033,44.7,2332.0,57.0,111.71428571428571,1832.0,11570860872.0,0.033,262.0,488.0,0.048,0.1,0.15,62.0,60.0,0.8,0.391,0.554,0.055,1447388.0,0.844,551857142.8571428,230428571.42857143,1.0
1475,0.044,292.1,396.0,32.0,122.57142857142857,133.0,798869805.0,0.041,21.0,376.0,0.055,0.1,0.279,59.0,56.0,0.5,0.46,0.514,0.025,1529406.0,0.54,87000000.0,8000000.0,0.999
1476,0.033,32.7,9578.0,15.0,123.0,9064.0,24757608488.0,0.06,66.0,304.0,0.057,0.0,0.08285714285714285,61.0,59.0,0.3,0.397,0.568,0.035,22525659.0,0.487,990000000.0,816000000.0,1.0
1477,0.039,80.7,1210.0,40.0,134.14285714285714,21035.0,4134173271.0,0.063,26.0,416.0,0.079,0.0,0.09257142857142857,55.0,53.0,0.2,0.433,0.534,0.032,10046967.0,0.336,1100000.0,96000000.0,0.9990000000000001
1478,0.04,45.9,231.0,259.0,112.85714285714286,95.0,690721769.0,0.061,29.0,208.0,0.091,0.0,0.1147142857142857,54.0,52.0,0.2,0.425,0.546,0.029,1484337.0,0.426,28400000.0,40700000.0,1.0
1479,0.038,49.3,9831.0,44.0,126.14285714285714,17230.0,27236739896.0,0.044,32.0,432.0,0.058,0.1,0.133,58.0,55.0,0.3,0.426,0.547,0.027,37752304.0,0.224,1514000000.0,265000000.0,1.0
1480,0.028,22.4,7.0,73.0,148.14285714285714,19.0,1597484736.0,0.085,69.0,342.0,0.082,0.0,0.141,45.0,45.0,0.2,0.389,0.566,0.045,1955784.0,0.233,31000000.0,276000000.0,1.0
1481,0.039,42.9,678.0,68.0,104.57142857142857,20872.714285714286,739026892.0,0.102,21.0,158.0,0.072,0.0,0.15,58.0,56.0,0.2,0.434,0.535,0.03,3522294.0,0.467,131000000.0,48000000.0,0.9990000000000001
1482,0.023,39.214285714285715,54209.0,37.714285714285715,103.57142857142857,17525.0,71803278689.0,0.025,276.0,243.0,0.017,0.0,0.06,76.0,72.0,0.8,0.3,0.656,0.044,5782108.0,0.772,99000000.0,1010000000.0,1.0
1483,0.037,46.5,1815.0,7.0,122.71428571428571,20212.85714285714,7342905883.0,0.05,19.0,238.0,0.049,0.0,0.45,63.0,61.0,0.1,0.443,0.528,0.029,19371023.0,0.3,506000000.0,94000000.0,1.0
1484,0.042,33.0,953.0,39.0,141.42857142857142,20212.85714285714,3647817219.0,0.067,18.0,370.0,0.064,0.0,0.277,51.0,51.0,0.1,0.461,0.509,0.03,13713758.0,0.152,43000000.0,79000000.0,1.0
1485,0.048,51.4,579.0,25.0,127.42857142857143,20212.85714285714,7145394015.0,0.07,39.0,270.0,0.09,0.0,0.13342857142857142,52.0,53.0,0.2,0.464,0.506,0.03,12725629.0,0.336,227000000.0,201000000.0,1.0
1486,0.036,94.7,1914.0,65.0,142.42857142857142,16700.714285714286,3356758534.0,0.044,37.0,696.0,0.073,0.0,0.235,62.0,59.0,0.4,0.411,0.557,0.031,3330037.0,0.546,551857142.8571428,230428571.42857143,0.999
1487,0.014,24.2,3887.0,7.0,119.85714285714286,1194.0,7792063567.0,0.05,316.0,161.0,0.014,0.2,0.219,76.0,69.0,0.8,0.23,0.7,0.07,1260403.0,0.412,1663000000.0,384000000.0,1.0
1488,0.02,44.4,50267.0,12.0,120.0,14457.0,75226318359.0,0.055,134.0,358.0,0.033,0.2,0.09042857142857143,71.0,68.0,0.7,0.295,0.654,0.05,30667086.0,0.562,8307000000.0,1418000000.0,0.9990000000000001
1489,0.043,37.5,2391.0,29.0,140.28571428571428,9144.0,8035635713.0,0.06,22.0,230.0,0.082,0.0,0.195,49.0,47.0,0.1,0.451,0.517,0.032,22171404.0,0.304,182000000.0,209000000.0,1.0
1490,0.028,25.8,2409.0,99.0,125.57142857142857,1345.0,8836063690.0,0.069,294.0,339.0,0.042,0.0,0.129,62.0,56.0,0.4,0.391,0.575,0.034,2080700.0,0.386,542000000.0,132000000.0,1.0
1491,0.051,42.4,821.0,23.0,134.14285714285714,20212.85714285714,4291363547.0,0.074,22.0,270.0,0.075,0.0,0.12342857142857143,55.0,55.0,0.1,0.494,0.481,0.025,14197289.0,0.17,44000000.0,48000000.0,1.0
1492,0.042,32.2,95210.0,27.0,102.42857142857143,107683.0,166451202370.0,0.072,81.0,1120.0,0.091,0.1,0.169,50.0,49.0,0.3,0.437,0.536,0.027,147187353.0,0.408,337000000.0,6664000000.0,1.0
1493,0.038,33.5,557.0,16.0,141.42857142857142,21035.0,3707800459.0,0.1,38.0,168.0,0.055,0.0,0.161,60.0,57.0,0.1,0.445,0.532,0.024,9928143.0,0.211,177000000.0,98000000.0,1.0010000000000001
1494,0.038,48.7,84.0,144.0,135.14285714285714,44.0,144259257.0,0.071,66.0,424.0,0.044,0.1,0.324,67.0,63.0,0.2,0.417,0.544,0.039,163390.0,0.597,5000000.0,700000.0,1.0
1495,0.039,45.5,5335.0,59.0,134.85714285714286,3000.0,11284603481.0,0.047,45.0,696.0,0.052,0.1,0.12328571428571426,63.0,60.0,0.3,0.439,0.53,0.031,11904974.0,0.415,622000000.0,352000000.0,1.0
1496,0.018,48.4,653.0,39.0,112.28571428571429,205.0,1033635773.0,0.034,393.0,76.0,0.012,0.4,0.109,78.0,69.0,0.9,0.233,0.693,0.075,85033.0,0.515,60000000.0,11000000.0,1.001
1497,0.04,235.2,634.0,26.0,147.42857142857142,20872.714285714286,2158653216.0,0.14,56.0,399.0,0.122,0.0,0.25,44.0,43.0,0.1,0.425,0.55,0.025,5416015.0,0.374,22000000.0,17000000.0,1.0
1498,0.046,77.68571428571428,605.0,43.0,53.0,27632.0,87471475133.14285,0.06385714285714285,555.7142857142857,228.85714285714286,0.104,0.0,0.17657142857142857,55.0,51.0,0.1,0.478,0.493,0.029,8910851.0,0.36,1231128571.4285715,1311714285.7142856,1.0
1499,0.022,36.5,443648.0,31.0,81.85714285714286,136604.0,286171830700.0,0.078,449.0,350.0,0.047,0.1,0.132,53.0,51.0,0.9,0.303,0.65,0.048,48910248.0,0.606,10226000000.0,6103000000.0,1.0010000000000001
1500,0.039,109.91428571428571,10650.0,18.0,53.0,5686.0,13653315382.285715,0.05285714285714286,78.85714285714286,323.7142857142857,0.079,0.028571428571428574,0.23100000000000004,53.0,51.0,0.1571428571428571,0.436,0.531,0.033,8736736.0,0.174,520971428.5714286,188000000.0,1.0
1501,0.036,36.1,12541.0,39.0,88.14285714285714,15294.0,45456460335.0,0.062,85.0,180.0,0.059,0.1,0.07685714285714286,62.0,59.0,0.2,0.428,0.541,0.031,33218250.0,0.329,262000000.0,1477000000.0,1.0
1502,0.031,36.3,1063.0,60.0,142.14285714285714,423.0,3053823329.0,0.07,190.0,104.0,0.075,0.0,0.132,47.0,47.0,0.3,0.406,0.562,0.032,1134977.0,0.218,32000000.0,63000000.0,1.0
1503,0.042,43.9,6150.0,26.0,112.14285714285714,18306.0,16825547176.0,0.057,23.0,172.0,0.05,0.0,0.161,57.0,55.0,0.2,0.447,0.522,0.03,41119693.0,0.261,1215000000.0,616000000.0,0.9990000000000001
1504,0.038,52.6,1316.0,62.0,142.71428571428572,2458.0,2523462649.0,0.065,28.0,270.0,0.065,0.0,0.12657142857142858,55.0,54.0,0.2,0.425,0.548,0.028,5834806.0,0.361,38000000.0,59000000.0,1.0010000000000001
1505,0.017,60.6,23869.0,11.0,105.0,9039.0,38920218579.0,0.056,217.0,268.0,0.018,0.2,0.08157142857142856,76.0,72.0,0.8,0.246,0.686,0.068,10225100.0,0.654,3373000000.0,530000000.0,1.0
1506,0.046,36.8,3128.0,28.0,123.85714285714286,20611.85714285714,12292813801.0,0.094,37.0,237.0,0.061,0.0,0.191,55.0,54.0,0.1,0.492,0.483,0.025,30728747.0,0.136,402000000.0,220000000.0,1.0
1507,0.044,15.0,1654.0,33.0,147.42857142857142,7399.0,11541420981.0,0.06,57.0,183.0,0.07,0.0,0.189,51.0,49.0,0.2,0.469,0.504,0.027,12109620.0,0.375,138000000.0,98000000.0,1.0
1508,0.032,51.4,10213.0,97.0,141.71428571428572,9438.0,5291950101.0,0.05442857142857143,1590.7142857142858,256.0,0.058,0.1,0.7985714285714287,46.0,47.0,0.1,0.415,0.546,0.038,12740160.0,0.337,365000000.0,195285714.2857143,0.9990000000000001
1509,0.042,36.3,1991.0,9.0,112.28571428571429,22765.0,9843851009.0,0.1,30.0,275.0,0.08,0.0,0.181,59.0,57.0,0.2,0.492,0.487,0.021,26349243.0,0.236,1909285714.2857144,527428571.4285714,1.0
1510,0.014,38.8,5068.0,17.0,112.28571428571429,2853.0,9206301700.0,0.043,133.0,581.0,0.019,0.1,0.175,77.0,70.0,0.6,0.211,0.676,0.114,2989882.0,0.641,343000000.0,345000000.0,1.0010000000000001
1511,0.018,40.9,41426.0,36.0,103.14285714285714,12113.0,33050343783.0,0.051,192.0,952.0,0.039,0.1,0.191,73.0,67.0,0.5,0.243,0.693,0.063,8581300.0,0.528,317000000.0,381000000.0,0.9989999999999999
1512,0.022,37.0,48467.0,74.0,109.14285714285714,26626.0,68415421373.0,0.035,16.0,400.0,0.046,0.0,0.16,69.0,68.0,0.2,0.333,0.623,0.044,146457067.0,0.282,76000000.0,530000000.0,1.0
1513,0.022,40.8,392.0,48.0,126.42857142857143,244.0,1196091806.0,0.05,88.0,274.0,0.041,0.1,0.14,66.0,65.0,0.2,0.32,0.638,0.042,679365.0,0.325,47000000.0,26000000.0,1.0
1514,0.018,37.4,10176.0,116.0,123.85714285714286,3227.0,12247694247.0,0.023,738.0,144.0,0.008,0.4,0.055,79.0,76.0,1.0,0.28,0.686,0.033,381440.0,0.743,233000000.0,430000000.0,0.9990000000000001
1515,0.026,21.5,3484.0,86.0,141.0,3482.0,8639164917.0,0.045,28.0,137.0,0.045,0.0,0.08585714285714284,72.0,66.0,0.2,0.341,0.612,0.046,13747288.0,0.194,1169000000.0,194000000.0,0.9990000000000001
1516,0.012,81.2,6791805.0,35.0,83.71428571428571,2044606.0,3494055942162.0,0.044,113.0,832.0,0.017,0.2,0.075,76.0,73.0,0.4,0.192,0.729,0.079,1317885000.0,0.452,41126000000.0,33269000000.0,1.0
1517,0.013,38.6,6190.0,11.0,117.14285714285714,3341.0,10172260738.0,0.082,188.0,387.0,0.019,0.1,0.171,77.0,70.0,0.6,0.176,0.678,0.146,4388400.0,0.526,440000000.0,277000000.0,1.0
1518,0.01,24.1,39963.0,11.0,95.71428571428571,14338.0,211597405594.0,0.063,3284.1428571428573,80.0,0.10357142857142856,0.6,0.068,85.0,79.0,1.6,0.132,0.744,0.124,6916300.0,1.0,18237000000.0,15042000000.0,1.0
1519,0.022,72.7,1611404.0,33.0,73.71428571428571,604659.0,1238700195644.0,0.039,40.0,271.0,0.052,0.0,0.13,66.0,63.0,0.2,0.314,0.638,0.049,1159095250.0,0.299,11234000000.0,10690000000.0,1.001
1520,0.021,37.5,375545.0,105.0,112.85714285714286,182885.0,432216737775.0,0.031,58.0,266.0,0.031,0.1,0.139,71.0,67.0,0.4,0.3,0.651,0.049,230972808.0,0.475,5831000000.0,6578000000.0,1.0
1521,0.009,52.5,1251136.0,22.0,70.14285714285714,515198.0,4356346715298.0,0.082,2801.0,350.0,0.003,0.7,0.019,86.0,79.0,0.8,0.136,0.654,0.21,127770750.0,0.88,12422000000.0,37261000000.0,1.0
1522,0.021,41.4,220313.0,21.0,120.71428571428571,66231.0,104849886826.0,0.034,233.0,271.0,0.025,0.0,0.10614285714285714,73.0,61.0,0.8,0.244,0.682,0.073,15484192.0,0.543,1213000000.0,1396000000.0,0.999
1523,0.015,31.514285714285712,70370.0,27.285714285714285,113.71428571428571,18300.0,26250713233.42857,0.05971428571428571,48.857142857142854,207.0,0.026,0.08571428571428573,0.15614285714285714,72.0,65.0,0.18571428571428572,0.239,0.681,0.08,24111989.0,0.6,1483142857.142857,1375285714.2857144,1.0
1524,0.01,30.2,495837.0,17.0,88.85714285714286,222147.0,1122675892646.0,0.064,1379.0,290.0,0.004,0.8,0.066,83.0,76.0,0.9,0.18,0.72,0.1,48597652.0,0.816,9288000000.0,24449000000.0,0.9999999999999999
1525,0.023,61.4,5871.0,21.0,141.42857142857142,2726.0,3802566171.0,0.069,51.0,202.0,0.032,0.1,0.253,72.0,64.0,0.4,0.304,0.644,0.052,5268400.0,0.353,392000000.0,215000000.0,1.0
1526,0.029,35.2,1668.0,93.0,134.14285714285714,20872.714285714286,4222945530.0,0.042,29.0,672.0,0.065,0.0,0.285,67.0,64.0,0.2,0.389,0.574,0.037,6013278.0,0.297,190000000.0,14000000.0,1.0
1527,0.008,39.728571428571435,1404.0,50.42857142857143,131.85714285714286,19688.14285714286,18054684854.0,0.063,3284.1428571428573,278.7142857142857,0.0027142857142857142,0.5,0.078,82.0,77.0,1.6,0.15,0.778,0.071,493206.0,1.0,13733000000.0,777000000.0,0.999
1528,0.018,36.0,205308.0,31.0,83.42857142857143,69970.0,193552802792.0,0.035,256.0,166.0,0.007,0.6,0.064,76.0,72.0,0.9,0.292,0.663,0.045,26813819.0,0.684,17948000000.0,6600000000.0,1.0
1529,0.022,9.3,917.0,9.0,126.57142857142857,299.0,1541978559.0,0.063,315.0,208.57142857142858,0.015,0.2,0.13,77.0,74.0,1.0,0.322,0.63,0.048,308239.0,0.363,1515000000.0,152000000.0,1.0
1530,0.022,39.8,10092.0,13.0,134.14285714285714,3114.0,4234894168.0,0.057,93.0,204.0,0.033,0.1,0.218,70.0,62.0,0.5,0.276,0.686,0.038,2595068.0,0.646,354000000.0,227000000.0,1.0
1531,0.019,65.74285714285715,12636.0,69.85714285714286,161.14285714285714,15595.0,18947209777.42857,0.019,7.0,237.71428571428572,0.048,0.0,0.17,66.0,62.0,0.0,0.272,0.678,0.05,50828959.0,0.299,97000000.0,39000000.0,1.0
1532,0.026,32.8,2699.0,31.0,134.71428571428572,9308.0,10325618017.0,0.055,23.0,408.0,0.042,0.0,0.08,67.0,65.0,0.1,0.387,0.566,0.046,25950022.0,0.158,234000000.0,402000000.0,0.999
1533,0.028,40.2,158895.0,24.0,102.42857142857143,83538.0,152385716312.0,0.035,31.0,560.0,0.078,0.1,0.118,66.0,65.0,0.4,0.37,0.588,0.042,163928329.0,0.354,912000000.0,2083000000.0,1.0
1534,0.026,49.1,69669.0,47.0,89.85714285714286,38514.0,149359920006.0,0.039,65.0,195.0,0.027,0.1,0.087,71.0,64.0,0.6,0.364,0.601,0.035,88875548.0,0.461,5520000000.0,2055000000.0,1.0
1535,0.01,23.2,17866.0,5.0,98.85714285714286,21819.0,179981089531.0,0.035,1333.0,80.0,0.002,0.7,0.053,83.0,78.0,1.3,0.184,0.731,0.085,4588600.0,1.0,9066000000.0,13409000000.0,1.0
1536,0.019,61.7,12457.0,40.0,103.14285714285714,9261.0,32351184234.0,0.037,59.0,256.0,0.011,0.0,0.171,77.0,70.0,0.4,0.252,0.675,0.073,20039000.0,0.184,750000000.0,709000000.0,1.0
1537,0.031,80.0,3223.0,62.0,141.42857142857142,2583.0,3719497371.0,0.053,28.0,224.0,0.05,0.1,0.227,70.0,63.0,0.3,0.37,0.594,0.036,7111025.0,0.265,16500000.0,6600000.0,1.0
1538,0.012,37.4,262205.0,33.0,95.71428571428571,104886.0,246976870173.0,0.036,133.0,264.0,0.014,0.2,0.071,76.0,70.0,0.8,0.212,0.707,0.082,66076927.0,0.401,20623000000.0,6887000000.0,1.001
1539,0.037,48.4,183.0,158.0,109.57142857142857,61.0,558700000.0,0.08,41.0,640.0,0.059,0.0,0.15,66.0,63.0,0.1,0.477,0.494,0.029,1015482.0,0.276,26000000.0,5000000.0,1.0
1540,0.022,41.92857142857143,53516.0,26.0,133.71428571428572,22367.0,12664165103.0,0.021,113.0,269.57142857142856,0.055,0.0,0.08042857142857142,69.0,61.0,0.1,0.311,0.645,0.044,4858236.0,0.476,551857142.8571428,230428571.42857143,1.0
1541,0.023,90.3,116944.0,15.0,98.85714285714286,48718.0,22311393928.0,0.054,46.0,196.0,0.044,0.1,0.11157142857142857,71.0,64.0,0.2,0.317,0.637,0.046,26868000.0,0.364,51000000.0,38428571.428571425,1.0
1542,0.017,39.9,113651.0,39.0,120.0,45777.0,77414425532.0,0.071,58.0,1050.0,0.022,0.2,0.112,80.0,70.0,0.5,0.254,0.68,0.066,84221100.0,0.285,3750000000.0,1220000000.0,1.0
1543,0.013,45.9,4056.0,36.0,148.28571428571428,2025.0,10701011856.0,0.064,218.0,364.0,0.017,0.2,0.141,80.0,73.0,0.7,0.25,0.658,0.092,2940880.0,0.489,1479000000.0,1331000000.0,1.0
1544,0.01,40.01428571428571,539.0,22.285714285714285,142.42857142857142,13649.714285714286,3245411584.0,0.062,3012.0,270.7142857142857,0.003,0.7,0.11814285714285713,80.0,74.28571428571429,0.8,0.22814285714285715,0.6651428571428571,0.10671428571428572,81292.0,0.894,979142857.1428572,159428571.42857143,1.0
1545,0.009,52.4,69141.0,25.0,73.71428571428571,33393.0,375042040684.0,0.103,4636.0,170.0,0.004,0.7,0.06942857142857142,83.0,77.0,1.2,0.155,0.678,0.167,8300788.0,0.658,21088000000.0,12825000000.0,1.0
1546,0.011,120.8,60282.0,48.0,102.28571428571429,28039.0,45275711996.0,0.064,304.0,987.0,0.006,0.2,0.086,76.0,65.0,0.7,0.15,0.705,0.145,9560000.0,0.733,479000000.0,724000000.0,1.0
1547,0.012,57.3,103215.0,4.0,89.71428571428571,57019.0,459619168192.0,0.095,4136.0,156.0,0.004,0.6,0.086,83.0,77.0,1.0,0.169,0.659,0.172,10625700.0,0.975,12371000000.0,19215000000.0,1.0
1548,0.008,42.8,27884.0,63.0,103.85714285714286,5305.0,15280615815.0,0.086,341.0,368.0,0.007,0.3,0.072,78.0,73.0,0.6,0.184,0.676,0.14,3868665.0,0.392,804000000.0,264000000.0,1.0
1549,0.01,35.8,52812.0,32.0,102.71428571428571,20117.0,42113656147.0,0.068,375.0,616.0,0.012,0.3,0.1,76.0,69.0,1.3,0.133,0.689,0.177,7545338.0,0.713,4181000000.0,2142000000.0,0.9989999999999999
1550,0.009,21.4,24389.0,22.0,106.0,9325.0,59319390298.0,0.075,1008.0,196.0,0.005,0.4,0.093,79.0,72.0,1.2,0.157,0.67,0.173,4436000.0,0.568,9601000000.0,1025000000.0,1.0
1551,0.012,40.7,8196.0,26.0,93.0,2437.0,21841815681.0,0.061,1691.0,241.0,0.004,0.4,0.067,81.0,77.0,0.9,0.19,0.7,0.11,1063095.0,0.68,3108000000.0,1554000000.0,0.9999999999999999
1552,0.011,47.7,123948.0,17.0,98.85714285714286,45845.0,180478622230.0,0.065,1144.0,808.0,0.004,0.5,0.058,80.0,74.0,1.3,0.143,0.712,0.145,10298828.0,0.735,7775000000.0,3704000000.0,1.0
1553,0.012,32.0,50253.0,6.0,64.42857142857143,19763.0,311417554326.0,0.1,5710.0,135.0,0.004,0.9,0.08514285714285712,81.0,76.0,1.2,0.185,0.659,0.156,5461438.0,0.863,5978000000.0,8830000000.0,1.0
1554,0.012,48.4,18845.0,7.0,87.85714285714286,5624.0,21993674015.0,0.051,835.0,81.0,0.005,0.7,0.065,79.0,67.0,1.3,0.151,0.678,0.172,1340680.0,0.685,1416000000.0,804000000.0,1.0010000000000001
1555,0.014,39.942857142857136,774.0,19.142857142857142,138.14285714285714,20282.0,2278229880.0,0.057428571428571426,3805.714285714286,288.57142857142856,0.002857142857142857,0.8,0.08699999999999998,83.0,78.0,1.1,0.2357142857142857,0.6671428571428571,0.09728571428571428,49554.0,0.403,480428571.4285714,129714285.71428572,1.000142857142857
1556,0.011,47.8,63982.0,14.0,95.71428571428571,36803.0,246127525620.0,0.08,3751.0,269.0,0.003,0.8,0.09585714285714285,83.0,76.0,1.1,0.17,0.668,0.163,5288720.0,0.832,4287000000.0,4812000000.0,1.0010000000000001
1557,0.013,65.0,375882.0,7.0,90.57142857142857,263542.0,2582391514260.0,0.109,4413.0,132.0,0.004,0.7,0.08585714285714285,85.0,78.0,0.9,0.184,0.651,0.165,64012572.0,0.776,63701000000.0,46029000000.0,1.0
1558,0.008,49.0,784016.0,18.0,83.71428571428571,330719.0,3323809686746.0,0.105,4231.0,196.0,0.004,0.8,0.08585714285714285,82.0,77.0,1.2,0.139,0.662,0.198,82266372.0,0.737,49332000000.0,96549000000.0,0.9990000000000001
1559,0.01,48.9,98246.0,38.0,64.42857142857143,30217.0,305431981541.0,0.098,2682.0,264.0,0.004,0.4,0.07357142857142858,82.0,77.0,1.1,0.144,0.668,0.188,11163002.0,0.752,15687000000.0,3430000000.0,1.0
1560,0.01,55.3,55859.0,16.0,123.28571428571429,26729.0,136102020867.0,0.077,1038.0,340.0,0.007,0.5,0.091,77.0,69.0,1.1,0.151,0.689,0.161,10055780.0,0.674,5628000000.0,3088000000.0,1.001
1561,0.015,26.2,2310.0,5.0,127.42857142857143,4836.0,20428232684.0,0.093,6182.0,140.0,0.002,0.9,0.193,83.0,80.0,1.1,0.215,0.666,0.118,311566.0,0.933,848000000.0,1336000000.0,0.999
1562,0.016,25.3,44583.0,13.0,104.28571428571429,15120.0,259574331428.0,0.079,4733.0,76.0,0.004,0.6,0.07114285714285713,82.0,77.0,1.2,0.208,0.681,0.111,4398942.0,0.61,9263000000.0,8785000000.0,1.0
1563,0.011,39.614285714285714,584.0,20.142857142857142,114.57142857142857,13963.0,4075664785.0,0.066,3213.4285714285716,262.2857142857143,0.0025714285714285713,0.6857142857142857,0.11257142857142857,80.42857142857143,74.57142857142857,1.0285714285714287,0.2072857142857143,0.6618571428571428,0.1305714285714286,81812.0,0.519,1150857142.857143,159428571.42857143,0.9997142857142857
