,Birth_rate,Business_Tax_Rate,Co2_Emmissions,Days_to_Start_Business,Ease_of_business,Energy_Usage,GDP,Health_Exp_percent_gdp,Health_exp_capita,Hours_to_tax,Infant_Mortality_Rate,Internet_Usage,Lending_Interest,Life_Expectancy_Female,Life_Expectancy_Male,Mobile_Phone_Usage,Population_0_14,Population_15_64,Population_65_plus,Population_Total,Population_Urban,Tourism_Inbound,Tourism_Outbound,pop
0,0.02,47.4,87931.0,34.142857142857146,117.14285714285714,26998.0,54790058957.0,0.035,60.0,309.0,0.034,0.0,0.1,71.0,67.0,0.0,0.342,0.619,0.039,31719449.0,0.599,102000000.0,193000000.0,1.0
1,0.05,46.12857142857143,9542.0,35.285714285714285,112.28571428571429,7499.0,9129594819.0,0.034,22.0,327.0,0.128,0.0,1.032,47.0,44.0,0.0,0.476,0.499,0.025,13924930.0,0.324,34000000.0,146000000.0,1.0
2,0.043,49.22857142857144,1617.0,49.857142857142854,142.71428571428572,1983.0,2359122303.0,0.043,15.0,237.85714285714286,0.09,0.0,0.12442857142857143,57.0,53.0,0.0,0.454,0.517,0.029,6949366.0,0.383,77000000.0,50000000.0,1.0
3,0.027,36.214285714285715,4276.0,47.42857142857143,141.57142857142858,1836.0,5788311645.0,0.047,152.0,233.14285714285714,0.054,0.0,0.155,52.0,49.0,0.1,0.383,0.587,0.029,1755375.0,0.532,227000000.0,209000000.0,0.999
4,0.046,75.75714285714285,1041.0,39.0,142.71428571428572,17274.85714285714,2610959139.0,0.051,12.0,222.28571428571428,0.096,0.0,0.11771428571428573,52.0,49.0,0.0,0.468,0.505,0.028,11607944.0,0.178,23000000.0,30000000.0,1.0010000000000001
5,0.042,42.18571428571429,301.0,82.0,132.28571428571428,19258.571428571428,870486066.0,0.063,7.0,183.14285714285714,0.092,0.0,0.158,49.0,47.0,0.0,0.49,0.481,0.029,6674286.0,0.082,1400000.0,14000000.0,1.0
6,0.041,46.74285714285715,3432.0,50.0,112.28571428571429,6310.0,9287367569.0,0.044,26.0,333.2857142857143,0.093,0.0,0.22,53.0,51.0,0.0,0.453,0.513,0.034,15927713.0,0.455,132000000.0,241000000.0,1.0
7,0.039,38.857142857142854,268.0,46.142857142857146,128.71428571428572,21859.571428571428,914500332.0,0.043,11.0,233.85714285714286,0.113,0.0,0.22,45.0,42.0,0.0,0.423,0.537,0.04,3638316.0,0.376,5000000.0,33000000.0,1.0
8,0.051,45.800000000000004,176.0,43.285714285714285,123.85714285714286,20872.714285714286,1385058212.0,0.063,10.0,257.42857142857144,0.106,0.0,0.22,48.0,46.0,0.0,0.49,0.482,0.028,8301151.0,0.216,14000000.0,56000000.0,1.0
9,0.039,40.15714285714286,84.0,75.71428571428571,135.14285714285714,21955.14285714286,201899884.0,0.035,13.0,302.2857142857143,0.073,0.0,0.12,59.0,56.0,0.5285714285714286,0.415,0.554,0.031,528312.0,0.281,15000000.0,8242857.142857143,1.0
10,0.048,42.74285714285715,1646.0,29.285714285714285,132.28571428571428,16679.0,19088046305.0,0.048,14.0,297.57142857142856,0.115,0.0,0.152,48.0,45.0,0.0,0.464,0.507,0.028,46949244.0,0.351,110285714.28571428,34000000.0,0.9990000000000001
11,0.039,45.1,1049.0,49.142857142857146,142.14285714285714,814.0,3219910666.0,0.021,22.0,217.57142857142858,0.077,0.0,0.22,53.0,51.0,0.0,0.419,0.545,0.036,3126204.0,0.587,12400000.0,59000000.0,1.0
12,0.038,48.60000000000001,6791.0,31.857142857142858,145.28571428571428,6734.0,10417060605.0,0.065,42.0,307.2857142857143,0.1,0.0,0.08842857142857143,47.0,46.0,0.0,0.421,0.55,0.029,16131332.0,0.435,53000000.0,291000000.0,1.0
13,0.03,69.71428571428571,403.0,109.14285714285714,109.57142857142857,13280.57142857143,551230862.0,0.058,44.0,268.57142857142856,0.08,0.0,0.11285714285714286,59.0,55.0,0.0,0.414,0.556,0.03,722887.0,0.765,8100000.0,14800000.0,1.0
14,0.025,41.957142857142856,141326.0,29.714285714285715,108.0,40658.0,99838540997.0,0.054,79.0,371.57142857142856,0.036,0.0,0.132,71.0,66.0,0.0,0.354,0.592,0.053,66136590.0,0.428,4657000000.0,1206000000.0,0.999
15,0.04,37.957142857142856,455.0,31.428571428571427,112.28571428571429,21717.0,1045998534.0,0.024,57.0,145.42857142857142,0.099,0.0,0.22,49.0,46.0,0.0,0.426,0.537,0.037,518179.0,0.388,5000000.0,19000000.0,1.0
16,0.04,40.457142857142856,609.0,83.0,112.85714285714286,708.0,706370812.0,0.045,7.0,254.0,0.058,0.0,0.12700000000000003,58.0,54.0,0.2857142857142857,0.47,0.512,0.018,3939348.0,0.176,36000000.0,53300000.0,1.0
17,0.044,39.457142857142856,5831.0,49.57142857142857,140.28571428571428,25242.0,8091384891.0,0.043,5.0,256.14285714285717,0.09,0.0,0.109,53.0,51.0,0.0,0.466,0.503,0.031,66024199.0,0.147,205000000.0,80000000.0,1.0
18,0.034,45.67142857142858,1052.0,128.0,141.71428571428572,1463.0,5067865503.0,0.029,118.0,235.85714285714286,0.056,0.0,0.22,61.0,59.0,0.1,0.406,0.535,0.059,1225527.0,0.801,99000000.0,183000000.0,1.0
19,0.045,33.24285714285714,275.0,29.142857142857142,123.0,12382.142857142857,782913866.0,0.045,29.0,111.14285714285714,0.063,0.0,0.24,56.0,54.0,0.0,0.459,0.514,0.027,1228863.0,0.479,551857142.8571428,230428571.42857143,1.0
20,0.035,42.6,6289.0,39.857142857142854,141.71428571428572,7736.0,4982849054.0,0.048,13.0,291.85714285714283,0.065,0.0,0.12571428571428572,58.0,56.0,0.0,0.414,0.556,0.03,18825034.0,0.439,357000000.0,162000000.0,1.0
21,0.042,55.87142857142857,1280.0,42.714285714285715,142.42857142857142,21812.571428571428,2995360969.0,0.056,19.0,339.2857142857143,0.103,0.0,0.194,51.0,51.0,0.0,0.44,0.525,0.034,8746128.0,0.31,7800000.0,13000000.0,0.9990000000000001
22,0.042,35.9,147.0,35.57142857142857,121.14285714285714,3330.0,361858968.0,0.049,16.0,219.28571428571428,0.109,0.0,0.07814285714285715,53.0,50.0,0.5857142857142856,0.435,0.534,0.031,1273312.0,0.367,449571428.5714286,171000000.0,1.0
23,0.039,47.728571428571435,10418.0,30.285714285714285,148.57142857142858,14055.0,12705350153.0,0.047,19.0,380.57142857142856,0.069,0.0,0.223,54.0,52.0,0.0,0.442,0.531,0.028,31285050.0,0.199,500000000.0,156000000.0,1.0010000000000001
24,0.031,38.85714285714285,491.14285714285717,38.714285714285715,131.57142857142858,20696.571428571428,771200632.0,0.069,29.0,233.85714285714286,0.081,0.0,0.171,48.0,47.0,0.0,0.412,0.543,0.045,1856225.0,0.195,18000000.0,195000000.0,1.0
25,0.043,111.8142857142857,436.0,32.57142857142857,106.71428571428571,6373.571428571428,529064647.0,0.059,11.0,103.42857142857143,0.119,0.0,0.205,53.0,52.0,0.0,0.432,0.537,0.031,2891968.0,0.443,451857142.85714287,171857142.85714287,1.0
26,0.022,49.5,47114.0,31.857142857142858,112.14285714285714,15901.0,33896600871.0,0.034,252.0,340.0,0.024,0.0,0.07,74.0,70.0,0.0,0.333,0.628,0.039,5176185.0,0.763,84000000.0,495000000.0,1.0
27,0.041,53.88571428571429,1874.0,30.571428571428573,141.42857142857142,20212.85714285714,3877673635.0,0.05,12.0,363.0,0.071,0.0,0.265,60.0,57.0,0.0,0.455,0.515,0.03,15744811.0,0.271,152000000.0,139000000.0,1.0
28,0.045,74.22857142857143,906.0,27.714285714285715,138.42857142857142,21035.0,1743506287.0,0.061,9.0,209.28571428571428,0.103,0.0,0.531,46.0,46.0,0.0,0.458,0.511,0.031,11321496.0,0.146,29000000.0,53000000.0,1.0
29,0.048,75.60000000000001,543.0,30.857142857142858,142.71428571428572,21035.0,2422482318.0,0.063,16.0,244.57142857142858,0.116,0.0,0.15185714285714286,49.0,49.0,0.0,0.461,0.504,0.035,10260577.0,0.284,47000000.0,66000000.0,1.0
30,0.038,35.65714285714286,1236.0,23.571428571428573,123.85714285714286,7127.285714285715,1293653473.0,0.06,24.0,184.0,0.076,0.0,0.256,61.0,58.0,0.0,0.428,0.54,0.032,2708095.0,0.492,341428571.4285714,129571428.57142857,1.0
31,0.017,38.18571428571429,2769.0,34.42857142857143,102.14285714285714,20696.571428571428,4582562398.0,0.037,146.0,266.85714285714283,0.016,0.1,0.208,75.0,68.0,0.2,0.258,0.681,0.061,1186873.0,0.427,732000000.0,203000000.0,1.0
32,0.022,44.92857142857144,33905.0,41.57142857142857,105.0,10238.0,37020609825.0,0.042,54.0,237.42857142857142,0.043,0.0,0.133,70.0,67.0,0.1,0.341,0.613,0.047,28710123.0,0.533,2280000000.0,506000000.0,1.001
33,0.044,40.0,1349.0,32.857142857142854,134.14285714285714,7173.0,4310090791.0,0.062,15.0,227.28571428571428,0.114,0.0,0.19,49.0,46.0,0.0,0.438,0.53,0.032,18275618.0,0.291,74000000.0,122000000.0,1.0
34,0.032,53.885714285714286,1643.0,31.428571428571427,141.42857142857142,978.0,3908645566.0,0.061,126.0,363.0,0.049,0.0,0.153,57.0,53.0,0.0,0.405,0.562,0.033,1897953.0,0.324,193000000.0,86000000.0,1.0
35,0.053,46.34285714285715,796.0,46.0,141.28571428571428,21035.0,1798374533.0,0.064,10.0,220.14285714285714,0.101,0.0,0.12300000000000001,51.0,51.0,0.0,0.479,0.495,0.025,10989815.0,0.162,23000000.0,32000000.0,0.999
36,0.043,61.12857142857143,79182.0,50.57142857142857,102.28571428571429,90596.0,46385996027.0,0.046,17.0,381.57142857142856,0.113,0.0,0.213,47.0,46.0,0.0,0.435,0.537,0.028,122876727.0,0.348,186000000.0,610000000.0,1.0
37,0.041,95.81428571428572,686.0,20.571428571428573,138.42857142857142,20872.714285714286,1734938190.0,0.042,9.0,259.14285714285717,0.108,0.0,0.17,49.0,47.0,0.0,0.466,0.505,0.03,8395577.0,0.149,27000000.0,35000000.0,1.0010000000000001
38,0.036,37.7,48.0,24.285714285714285,135.14285714285714,16159.0,76709305.0,0.089,46.0,215.42857142857142,0.058,0.0,0.397,65.0,62.0,0.5,0.44,0.52,0.04,139428.0,0.534,9900000.0,2200000.0,1.0
39,0.04,43.957142857142856,3938.0,48.0,133.28571428571428,2398.0,4679604922.0,0.046,22.0,214.42857142857142,0.069,0.0,0.12314285714285714,59.0,56.0,0.0,0.451,0.517,0.032,9861679.0,0.403,152000000.0,125000000.0,1.0
40,0.019,58.42857142857142,565.0,36.0,107.57142857142857,20696.571428571428,614877971.0,0.048,371.0,174.14285714285714,0.012,0.1,0.107,82.57142857142857,77.0,0.3,0.282,0.637,0.081,81131.0,0.501,225000000.0,44000000.0,1.0
41,0.044,90.88571428571429,425.0,32.285714285714285,112.85714285714286,21859.571428571428,635874002.0,0.184,28.0,165.57142857142858,0.141,0.0,0.263,39.0,37.0,0.0,0.43,0.546,0.025,4139757.0,0.356,10000000.0,35000000.0,1.001
42,0.049,40.05714285714286,517.0,20.428571428571427,62.714285714285715,16454.571428571428,81672683419.42857,0.08442857142857142,1116.142857142857,350.85714285714283,0.105,0.0,0.10385714285714287,52.0,49.0,0.0,0.472,0.499,0.029,7385416.0,0.332,3118285714.285714,2091000000.0,1.0
43,0.024,41.84285714285715,368611.0,27.0,123.28571428571429,109264.0,132877640158.0,0.083,246.0,254.42857142857142,0.052,0.1,0.145,58.0,54.0,0.2,0.33,0.636,0.034,44000000.0,0.569,3338000000.0,2684000000.0,1.0
44,0.043,38.042857142857144,22360.714285714286,47.57142857142857,137.0,10246.57142857143,31524114393.0,0.06914285714285714,280.0,308.0,0.11,0.09999999999999999,0.14900000000000002,50.0,48.0,0.42857142857142855,0.447,0.523,0.03,6652984.0,0.165,1682857142.857143,2388057142.857143,1.0
45,0.04,44.214285714285715,5534.0,49.857142857142854,148.57142857142858,13340.0,12257299163.0,0.034,15.0,278.42857142857144,0.069,0.0,0.11157142857142857,60.0,56.0,0.0,0.437,0.533,0.03,27729798.0,0.325,5000000.0,55000000.0,1.0
46,0.033,65.41428571428573,1188.0,40.42857142857143,142.14285714285714,19401.428571428572,1524490159.0,0.053,75.0,277.85714285714283,0.08,0.0,0.14,49.0,48.0,0.0,0.446,0.524,0.029,1063715.0,0.227,24000000.0,32000000.0,0.999
47,0.042,44.01428571428572,2651.0,59.57142857142857,117.14285714285714,13390.0,10185786171.0,0.034,10.0,289.7142857142857,0.08,0.0,0.216,51.0,49.0,0.0,0.448,0.523,0.029,34020512.0,0.223,381000000.0,369000000.0,1.0
48,0.039,48.2,1357.0,41.42857142857143,126.42857142857143,2111.0,1294250280.0,0.053,14.0,207.28571428571428,0.077,0.0,0.12885714285714284,54.0,53.0,0.0,0.442,0.529,0.029,4864753.0,0.329,11000000.0,15000000.0,1.0
49,0.017,40.3,19923.0,24.571428571428573,96.85714285714286,7306.0,21473188882.0,0.054,123.0,211.14285714285714,0.026,0.0,0.07971428571428572,75.0,71.0,0.0,0.298,0.641,0.06,9563500.0,0.634,1977000000.0,310000000.0,0.9990000000000001
50,0.048,40.9,1533.0,28.714285714285715,131.71428571428572,19789.714285714286,6193246632.0,0.066,16.0,230.85714285714286,0.089,0.0,0.229,48.0,48.0,0.0,0.493,0.481,0.027,24275641.0,0.121,165000000.0,131857142.85714285,1.001
51,0.045,47.10000000000001,1819.0,52.57142857142857,142.42857142857142,6244.0,3253551750.0,0.056,18.0,241.28571428571428,0.1,0.0,0.388,42.0,42.0,0.0,0.457,0.515,0.027,10100981.0,0.348,67000000.0,102000000.0,0.999
52,0.032,43.442857142857136,13887.0,52.142857142857146,116.14285714285714,9865.0,6689957610.0,0.04757142857142858,1915.0,279.85714285714283,0.061,0.0,0.682,44.0,44.0,0.0,0.422,0.545,0.034,12503652.0,0.338,125000000.0,156142857.14285713,1.0010000000000001
53,0.05,55.84285714285715,781.0,46.857142857142854,137.14285714285714,12740.42857142857,50256783560.14286,0.046571428571428576,115.71428571428571,299.85714285714283,0.095,0.07142857142857142,0.20385714285714288,56.0,54.0,0.5,0.495,0.485,0.02,20595360.0,0.213,769857142.8571428,675000000.0,1.0
54,0.013,81.39999999999999,3465.0,37.57142857142857,141.28571428571428,2015.0,1911563665.0,0.063,39.0,254.57142857142858,0.027,0.0,0.316,75.0,68.0,0.0,0.259,0.641,0.1,3076098.0,0.647,52000000.0,56000000.0,1.0
55,0.015,42.58571428571429,29508.0,33.42857142857143,141.71428571428572,11296.0,5272617196.0,0.047,30.0,225.14285714285714,0.061,0.0,0.197,70.0,64.0,0.1,0.311,0.633,0.056,8048600.0,0.514,68000000.0,138000000.0,1.0
56,0.027,40.642857142857146,27869.0,49.0,97.85714285714286,18591.0,47124925462.0,0.028,10.0,300.2857142857143,0.064,0.0,0.155,66.0,65.0,0.0,0.37,0.59,0.041,132383265.0,0.236,50000000.0,471000000.0,1.001
57,0.028,35.371428571428574,400.0,66.14285714285714,120.28571428571429,14302.714285714286,439158233.0,0.067,52.0,241.14285714285714,0.059,0.0,0.16,60.0,60.0,0.5285714285714286,0.406,0.556,0.038,564350.0,0.254,10000000.0,16171428.57142857,1.0
58,0.023,37.3,6527.0,22.571428571428573,131.71428571428572,2385.0,6001153318.0,0.03,543.0,274.85714285714283,0.008,0.1,0.055,78.0,74.0,0.3,0.304,0.668,0.028,331801.0,0.712,501428571.4285714,193714285.7142857,1.0
59,0.028,53.88571428571429,1977.0,40.142857142857146,141.42857142857142,3412.0,3654031716.0,0.063,19.0,363.0,0.082,0.0,0.108,65.0,59.0,0.0,0.408,0.554,0.038,12222871.0,0.186,345000000.0,52000000.0,1.0
60,0.014,42.17142857142857,3405180.0,23.285714285714285,88.85714285714286,1161353.0,1198474937925.0,0.046,43.0,253.85714285714286,0.03,0.0,0.059,74.0,71.0,0.1,0.256,0.675,0.069,1262645000.0,0.359,17318000000.0,14169000000.0,1.0
61,0.012,62.75714285714285,4536.0,46.142857142857146,142.14285714285714,2869.0,3057453461.0,0.069,45.0,355.2857142857143,0.031,0.0,0.247,75.0,68.0,0.0,0.219,0.656,0.125,4418300.0,0.526,107000000.0,129000000.0,1.0
62,0.008,34.857142857142854,40465.0,23.285714285714285,102.85714285714286,13392.0,171668164083.0,0.063,3284.1428571428573,175.0,0.10357142857142856,0.3,0.095,84.0,78.0,0.8,0.173,0.717,0.11,6665000.0,1.0,8198000000.0,12502000000.0,0.9999999999999999
63,0.026,41.92857142857143,1186663.0,26.0,89.71428571428571,457198.0,476609148166.0,0.043,20.0,269.57142857142856,0.067,0.0,0.123,63.0,61.0,0.0,0.342,0.614,0.044,1042261758.0,0.277,3598000000.0,3686000000.0,1.0
64,0.022,43.64285714285715,263419.0,25.142857142857142,102.42857142857143,154768.0,165021012262.0,0.02,15.0,292.0,0.041,0.0,0.185,69.0,65.0,0.0,0.307,0.647,0.047,208938698.0,0.42,4975000000.0,3197000000.0,1.001
65,0.009,41.92857142857143,1219589.0,26.0,70.14285714285714,518964.0,4731198760271.0,0.076,2834.0,269.57142857142856,0.003,0.3,0.021,85.0,78.0,0.5,0.146,0.682,0.172,126870000.0,0.786,5970000000.0,42643000000.0,1.0
66,0.015,43.185714285714276,127769.0,34.285714285714285,125.57142857142857,35679.0,18291990619.0,0.042,52.0,281.0,0.038,0.0,0.11242857142857143,71.0,60.0,0.0,0.277,0.655,0.068,14883626.0,0.557,403000000.0,483000000.0,1.0
67,0.018,38.58571428571428,76699.0,22.142857142857142,130.28571428571428,19717.0,263783530489.85715,0.06471428571428571,966.7142857142857,242.71428571428572,0.045,0.14285714285714285,0.21885714285714286,69.0,61.0,0.4142857142857142,0.26,0.681,0.059,22840225.0,0.594,5871571428.571428,5878714285.714286,1.0
68,0.013,51.628571428571426,447561.0,27.285714285714285,99.57142857142857,188161.0,561633037420.0,0.043,491.0,280.85714285714283,0.005,0.4,0.085,80.0,72.0,0.6,0.21,0.717,0.073,47008111.0,0.796,8527000000.0,7945000000.0,0.9999999999999999
69,0.02,51.75714285714286,4529.0,33.57142857142857,123.85714285714286,2317.0,1369691955.0,0.047,13.0,240.14285714285714,0.042,0.0,0.519,72.0,65.0,0.0,0.35,0.596,0.055,4898400.0,0.353,20000000.0,28000000.0,1.001
70,0.031,38.25714285714286,972.0,125.0,138.42857142857142,20872.714285714286,1731198022.0,0.033,11.0,217.71428571428572,0.083,0.0,0.32,63.0,60.0,0.0,0.435,0.529,0.036,5388281.0,0.22,114000000.0,8000000.0,1.0
71,0.009,38.128571428571426,1635.0,31.571428571428573,125.28571428571429,18788.285714285714,6101794939.0,0.064,3178.5714285714284,236.14285714285714,0.0025714285714285717,0.1,0.099,80.0,75.0,0.3,0.228,0.698,0.074,431907.0,1.0,3205000000.0,566714285.7142857,0.9999999999999999
72,0.023,44.9,126603.0,29.428571428571427,101.71428571428571,47110.0,93789473684.0,0.03,120.0,252.71428571428572,0.009,0.2,0.077,75.0,71.0,0.2,0.333,0.628,0.038,23420751.0,0.62,5873000000.0,2543000000.0,0.9990000000000001
73,0.025,58.42857142857142,499.0,36.0,108.0,20696.571428571428,624337144.0,0.071,162.0,174.14285714285714,0.035,0.0,0.13,70.0,69.0,0.0,0.413,0.549,0.038,272745.0,0.277,321000000.0,60000000.0,1.0
74,0.019,76.37142857142858,7506.0,44.285714285714285,115.0,2397.0,1136896162.0,0.047,22.0,206.57142857142858,0.049,0.0,0.37,66.0,60.0,0.1,0.348,0.615,0.037,2397473.0,0.571,43000000.0,54000000.0,1.0
75,0.021,56.285714285714285,10088.0,69.0,161.14285714285714,12841.0,21571011899.142857,0.021,3.0,227.28571428571428,0.059,0.04285714285714286,0.153,64.0,60.0,0.0,0.307,0.645,0.047,48453000.0,0.27,195000000.0,30000000.0,0.999
76,0.033,44.55714285714286,3234.0,47.0,141.71428571428572,8108.0,5494252208.0,0.05,12.0,265.2857142857143,0.06,0.0,0.095,63.0,61.0,0.0,0.404,0.558,0.038,23184177.0,0.134,219000000.0,109000000.0,1.0
77,0.031,43.51428571428572,106449.0,48.0,120.0,64067.0,73952374970.0,0.03,15.0,273.0,0.088,0.05714285714285715,0.10942857142857144,65.0,63.0,0.0,0.415,0.546,0.039,143832014.0,0.332,551000000.0,574000000.0,1.0
78,0.03,36.714285714285715,73307.0,28.0,116.0,39872.0,81026294681.0,0.032,33.0,305.7142857142857,0.03,0.0,0.109,70.0,64.0,0.1,0.385,0.583,0.032,77651848.0,0.48,2334000000.0,1841000000.0,1.0
79,0.012,38.98571428571429,49006.0,28.285714285714285,101.71428571428571,18692.0,95835970989.0,0.027,662.0,211.71428571428572,0.003,0.4,0.058,80.0,76.0,0.7,0.215,0.712,0.073,4027900.0,1.0,5142000000.0,4535000000.0,0.9999999999999999
80,0.018,45.18571428571429,10161.0,51.857142857142854,126.28571428571429,8327.0,16330810304.0,0.037,32.0,327.85714285714283,0.014,0.0,0.162,75.0,68.0,0.0,0.269,0.669,0.063,19102000.0,0.184,388000000.0,383000000.0,1.0010000000000001
81,0.03,38.95714285714286,2237.0,31.428571428571427,130.28571428571428,2149.0,860550294.0,0.046,6.0,157.71428571428572,0.075,0.0,0.256,68.0,60.0,0.0,0.429,0.536,0.035,6186152.0,0.265,758142857.1428572,175000000.0,1.0
82,0.015,39.25714285714286,188355.0,28.285714285714285,114.57142857142857,72284.0,122725247706.0,0.034,67.0,218.28571428571428,0.019,0.0,0.078,75.0,67.0,0.0,0.242,0.693,0.066,62343379.0,0.314,9935000000.0,3218000000.0,1.001
83,0.043,35.9,851.2857142857143,31.857142857142858,128.0,12289.285714285714,350100000.0,0.051,19.0,219.28571428571428,0.084,0.4428571428571428,0.09185714285714286,61.0,58.0,0.7857142857142858,0.498,0.479,0.024,853585.0,0.243,501428571.4285714,193714285.7142857,1.001
84,0.024,40.285714285714285,35365.0,22.285714285714285,142.42857142857142,14871.0,2904662605.0,0.039,44.0,268.85714285714283,0.066,0.0,0.08042857142857142,68.0,60.0,0.0,0.363,0.594,0.043,4501419.0,0.459,551857142.8571428,230428571.42857143,1.0
85,0.021,41.971428571428575,119951.0,42.142857142857146,143.0,50757.0,13760374488.0,0.053,29.0,280.7142857142857,0.053,0.0,0.1202857142857143,70.0,64.0,0.0,0.373,0.584,0.043,24650400.0,0.374,63000000.0,120571428.57142857,1.0
86,0.017,41.15714285714286,53645.0,22.571428571428573,108.42857142857143,28736.0,33640085728.0,0.053,20.0,302.0,0.027,0.0,0.106,78.0,69.0,0.0,0.316,0.62,0.064,77630900.0,0.244,111142857.14285715,57142857.14285714,1.0
87,0.019,52.91428571428571,3022.0,37.42857142857143,141.42857142857142,1763.0,3686649387.0,0.064,70.0,292.42857142857144,0.023,0.0,0.221,77.0,71.0,0.0,0.303,0.628,0.068,3089027.0,0.417,398000000.0,290000000.0,0.9990000000000001
88,0.011,36.371428571428574,524.0,36.57142857142857,99.57142857142857,9823.285714285714,1133644295.0,0.062,1330.0,155.28571428571428,0.004,0.1,0.1207142857142857,83.28571428571429,78.14285714285714,0.4,0.2357142857142857,0.6671428571428573,0.09728571428571428,65399.0,0.924,465571428.5714286,129714285.71428572,1.0001428571428572
89,0.01,38.91428571428571,63696.0,34.0,93.71428571428571,28558.0,192070749954.0,0.1,2403.0,247.85714285714286,0.005,0.3,0.07742857142857143,81.0,75.0,0.8,0.17,0.675,0.155,8011566.0,0.658,11382000000.0,7001000000.0,1.0
90,0.009,43.214285714285715,53469.0,33.0,148.57142857142858,24695.0,12736856485.0,0.061,64.0,289.14285714285717,0.011,0.0,0.677,75.0,63.0,0.0,0.186,0.679,0.134,10005000.0,0.7,188000000.0,247000000.0,0.999
91,0.011,38.814285714285724,115709.0,48.57142857142857,106.14285714285714,58508.0,232672747374.0,0.081,1845.0,204.71428571428572,0.005,0.3,0.08,81.0,75.0,0.5,0.176,0.655,0.169,10251250.0,0.971,6592000000.0,9429000000.0,1.0
92,0.01,44.74285714285714,23223.0,51.285714285714285,141.71428571428572,4346.0,5505984456.0,0.071,103.0,275.0,0.008,0.0,0.305,77.0,72.0,0.0,0.202,0.691,0.107,3834364.0,0.393,246000000.0,92000000.0,1.0
93,0.009,43.27142857142858,43531.0,40.285714285714285,126.42857142857143,18688.0,12903546765.0,0.062,98.0,294.42857142857144,0.018,0.1,0.113,75.0,68.0,0.1,0.157,0.677,0.166,8170172.0,0.689,1364000000.0,764000000.0,1.0
94,0.01,40.699999999999996,19644.0,44.0,93.0,7790.0,21517784659.0,0.078,377.0,241.0,0.007,0.1,0.121,77.0,69.0,0.2,0.172,0.673,0.156,4426000.0,0.556,2871000000.0,634000000.0,1.001
95,0.013,47.77142857142858,6850.0,56.285714285714285,125.14285714285714,2137.0,9314937556.0,0.058,744.0,370.14285714285717,0.006,0.2,0.08,80.0,76.0,0.2,0.224,0.674,0.102,943287.0,0.686,2137000000.0,543000000.0,1.0
96,0.009,41.957142857142856,124649.0,30.571428571428573,113.85714285714286,40993.0,58807244368.0,0.063,361.0,371.57142857142856,0.006,0.1,0.072,78.0,72.0,0.4,0.165,0.697,0.138,10255063.0,0.74,2973000000.0,1276000000.0,1.0
97,0.013,44.41428571428571,47260.0,33.857142857142854,102.42857142857143,18634.0,160082517846.0,0.087,2613.0,315.42857142857144,0.005,0.4,0.081,79.0,74.0,0.6,0.185,0.667,0.149,5339616.0,0.851,3671000000.0,4669000000.0,1.0010000000000001
98,0.01,37.94285714285714,15181.0,41.285714285714285,141.57142857142858,4715.0,5675697575.0,0.053,213.0,215.57142857142858,0.009,0.3,0.074,76.0,65.0,0.4,0.18,0.669,0.152,1396985.0,0.694,657000000.0,253000000.0,1.001
99,0.013285714285714284,39.0,711.0,20.714285714285715,112.28571428571429,12635.285714285714,1062339944.0,0.05742857142857143,3805.714285714286,258.2857142857143,0.002857142857142857,0.3,0.09185714285714286,82.0,76.0,0.4,0.2357142857142857,0.6671428571428571,0.09728571428571428,46491.0,0.363,511285714.28571427,117285714.28571428,1.000142857142857
100,0.011,42.54285714285714,52141.0,36.42857142857143,114.57142857142857,32233.0,121793808734.0,0.072,1700.0,268.0,0.004,0.4,0.056,81.0,74.0,0.7,0.182,0.669,0.149,5176209.0,0.822,2035000000.0,2293000000.0,1.0
101,0.013,44.17142857142857,365560.0,28.285714285714285,73.71428571428571,251981.0,1326334438917.0,0.101,2209.0,230.42857142857142,0.004,0.1,0.067,83.0,75.0,0.5,0.189,0.65,0.16,60911057.0,0.759,38534000000.0,26703000000.0,0.999
102,0.009,51.357142857142854,829978.0,27.571428571428573,104.14285714285714,336584.0,1886401326700.0,0.104,2387.0,251.85714285714286,0.004,0.3,0.096,81.0,75.0,0.6,0.156,0.681,0.163,82211508.0,0.731,24943000000.0,57601000000.0,1.0
103,0.01,41.67142857142858,91616.0,27.0,114.57142857142857,27086.0,124418163928.0,0.079,918.0,217.42857142857142,0.007,0.1,0.123,81.0,75.0,0.5,0.152,0.68,0.168,10917482.0,0.727,9262000000.0,4564000000.0,1.0
104,0.01,50.18571428571429,57238.0,26.142857142857142,96.71428571428571,24999.0,46385589534.0,0.072,326.0,250.85714285714286,0.01,0.1,0.126,76.0,67.0,0.3,0.168,0.68,0.151,10210971.0,0.646,3809000000.0,1722000000.0,0.9990000000000001
105,0.014,44.50000000000001,2164.0,32.714285714285715,125.57142857142857,3100.0,8697298234.0,0.095,2961.0,340.57142857142856,0.003,0.4,0.168,82.0,78.0,0.8,0.233,0.651,0.116,281205.0,0.924,386000000.0,471000000.0,1.0
106,0.014,38.82857142857143,41345.0,25.428571428571427,101.71428571428571,13574.0,97331522066.0,0.061,1572.0,225.14285714285714,0.006,0.2,0.048,79.0,74.0,0.6,0.218,0.67,0.112,3805174.0,0.591,3517000000.0,2626000000.0,1.0
